func_code,assignment_id,func_name,description,test,correct,normalized,representative,user,repair,submission_id,repair_correctness
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if elem <= x <= elem + 1:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[LtE(), LtE()], comparators=[Name(id='x_0', ctx=Load()), BinOp(left=Name(id='x_3', ctx=Load()), op=Add(), right=Constant(value=1))]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if elem <= x <= elem + 1:
                return i 
",,"def search(x, seq):
    A = False
    if A:
        0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",783,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if elem <= x:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if elem <= x:
                return i 
",,"def search(x, seq):
    A = False
    if A:
        0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",784,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if x < elem:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if x < elem:
                return i 
",,"def search(x, seq):
    A = False
    if A:
        0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",785,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",,"def search(x, seq):
    A = False
    if A:
        0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",786,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == ():
        return 0
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[])])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == ():
        return 0
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",,"def search(x, seq):
    A = True
    if A:
        if A:
            0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",787,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == ():
        return None
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=None))], orelse=[])])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == ():
        return None
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",,"def search(x, seq):
    A = True
    if A:
        if A:
            0
    elif A:
        0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",788,True
"def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == () or seq ==[]:
        return None
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[If(test=BoolOp(op=Or(), values=[Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())])]), body=[Return(value=Constant(value=None))], orelse=[])])]), For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return len(seq)
    elif seq == () or seq ==[]:
        return None
    for i, elem in enumerate(seq):
            if x <= elem:
                return i 
",,"def search(x, seq):
    A = True
    if A:
        if A:
            0
        elif A:
            0
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",789,True
"def search(x, seq):
    lst = list(seq)
    for i in range(len(lst)):
        if x < lst[i]:
            lst.insert(i,x)
        else:
            lst.insert(len(lst),x)
    for i in range(len(lst)):
         if lst[i] == x:
             return i
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Call(func=Name(id='list', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), For(target=Name(id='x_3', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_2', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load())]), body=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='insert', ctx=Load()), args=[Name(id='x_3', ctx=Load()), Name(id='x_0', ctx=Load())], keywords=[]))], orelse=[Expr(value=Call(func=Attribute(value=Name(id='x_2', ctx=Load()), attr='insert', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[]), Name(id='x_0', ctx=Load())], keywords=[]))])], orelse=[]), For(target=Name(id='x_3', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_2', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Name(id='x_3', ctx=Load()))], orelse=[])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    lst = list(seq)
    for i in range(len(lst)):
        if x < lst[i]:
            lst.insert(i,x)
        else:
            lst.insert(len(lst),x)
    for i in range(len(lst)):
         if lst[i] == x:
             return i
",,"def search(x, seq):
    for i in range(len(seq))[:int(len(range(len(seq))) / 2)]:
        if x <= seq[i]:
            return i
        else:
            0
    for i in range(len(seq))[int(len(range(len(seq))) / 2):]:
        if x <= seq[i]:
            return i
    return len(seq)",790,True
"def search(x, seq):
    if x < int(seq[0]):
        return 0
    elif x > int(seq[len(seq)-1]):
        return len(seq)
    else:
        for i in range(len(seq)):
            if x > seq[i] and x <= seq[i+1]:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='int', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())], keywords=[])]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Call(func=Name(id='int', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())], keywords=[])]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=BoolOp(op=And(), values=[Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if x < int(seq[0]):
        return 0
    elif x > int(seq[len(seq)-1]):
        return len(seq)
    else:
        for i in range(len(seq)):
            if x > seq[i] and x <= seq[i+1]:
                return i+1
",,"def search(x, seq):
    if True:
        if len(range(len(seq))) == 0:
            0
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
        return len(seq)",791,True
"def search(x, seq):
    if seq == ():
        return 0
    elif x < int(seq[0]):
        return 0
    elif x > int(seq[len(seq)-1]):
        return len(seq)
    else:
        for i in range(len(seq)):
            if x > seq[i] and x <= seq[i+1]:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Call(func=Name(id='int', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())], keywords=[])]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Call(func=Name(id='int', ctx=Load()), args=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())], keywords=[])]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])], keywords=[]), body=[If(test=BoolOp(op=And(), values=[Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])], orelse=[])])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == ():
        return 0
    elif x < int(seq[0]):
        return 0
    elif x > int(seq[len(seq)-1]):
        return len(seq)
    else:
        for i in range(len(seq)):
            if x > seq[i] and x <= seq[i+1]:
                return i+1
",,"def search(x, seq):
    if True:
        0
    elif True:
        0
    if len(range(len(seq))) == 0:
        0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",792,True
"def search(x, seq):
    a = len(seq)
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return a
    else:
        for i in range(a):
            if x == seq[i]:
                return i
            elif x < seq[i]:
                return i
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=UnaryOp(op=USub(), operand=Constant(value=1)), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[For(target=Name(id='x_3', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[Name(id='x_2', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Eq()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_3', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_3', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_3', ctx=Load()))], orelse=[])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    a = len(seq)
    if x < seq[0]:
        return 0
    elif x > seq[-1]:
        return a
    else:
        for i in range(a):
            if x == seq[i]:
                return i
            elif x < seq[i]:
                return i
",,"def search(x, seq):
    if True:
        0
    if len(range(len(seq))) == 0:
        0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",793,True
