func_code,assignment_id,func_name,description,test,correct,user,repair,repair_correctness
"def unique_day(date, possible_birthdays):
    count=0
    for i in possible_birthdays:
        if i[1] == date:
            count+=1
    return count==1

def unique_month(month, possible_birthdays):
    for i in possible_birthdays:
        if i[0] == month:
            count+=1
    return count==1

def contains_unique_day(month, possible_birthdays):
    for i in possible_birthdays:
        if i[0]==month:
            tf=tf or unique_day(i[1],possible_birthdays)
    return tf
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return False",True
"def unique_day(day, possible_birthdays):
    bag = ()
    for date in possible_birthdays:
        if date[1] == day:
            bag += (date[1],)
    if len(bag) >= 2:
        return False
    return True

def unique_month(month, possible_birthdays):
    bag = ()
    for date in possible_birthdays:
        if date[0] == month:
            bag += (date[0],)
    if len(bag) >= 2:
        return False
    return True

def contains_unique_day(month, possible_birthdays):
    for date in possible_birthdays:
        if date[0] == month:
            day = date[1]
    return unique_day(day, possible_birthdays)
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if True:
        return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if True:
        return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return False",True
"def unique_day(day, possible_birthdays):
    bag = ()
    for date in possible_birthdays:
        if date[1] == day:
            bag += (date[1],)
    if len(bag) >= 2:
        return False
    return True

def unique_month(month, possible_birthdays):
    bag = ()
    for date in possible_birthdays:
        if date[0] == month:
            bag += (date[0],)
    if len(bag) >= 2:
        return False
    return True

def contains_unique_day(month, possible_birthdays):
    for date in possible_birthdays:
        if date[0] == month:
            day = date[1]
            if unique_day(day, possible_birthdays):
                return True
            else:
                continue
    return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if True:
        return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if True:
        return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if unique_day(birthday[1], possible_birthdays):
                return True
            else:
                0
    return False",True
"def unique_day(day, possible_birthdays):
    count = ()
    for i in range (len(possible_birthdays)):
        if day == possible_birthdays[i][1]:
            count = count + (possible_birthdays[i][1],)
    if len(count) < 2:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    count = ()
    for i in range (len(possible_birthdays)):
        if month == possible_birthdays[i][0]:
            count = count + (possible_birthdays[i][0],)
    if len(count) < 2:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    count = ()
    result = ()
    for i in range (len(possible_birthdays)):
        if month == possible_birthdays[i][0]:
            count = count + (possible_birthdays[i][1],)
            for j in count:
                result = result + (unique_day(j, possible_birthdays),)
    if True in result:
        return True
    else:
        return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if _A:
        return count == 1
    else:
        0


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return _A
    if _A:
        0
    return False",True
"def unique_day(day, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if day == i[1]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if month == i[0]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False


def contains_unique_day(month, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if month == i[1]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if _A:
        return count == 1
    else:
        0


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return _A
    if _A:
        return False
    else:
        0",True
"def unique_day(day, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if day == i[1]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if month == i[0]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False


def contains_unique_day(month, possible_birthdays):
    occur = 0
    for i in possible_birthdays:
            if month == i[0]:
                occur += 1
    if occur == 1:
        return True
    else:
        return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if _A:
        return count == 1
    else:
        0


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return _A
    if _A:
        return False
    else:
        0",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
        else:
            i = i
    if counter == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_B = False
_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
        else:
            0
    if _B:
        0
    elif _B:
        0
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                0
            elif _A:
                0
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return _B",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
        
    if counter == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                0
            elif _A:
                0
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
        
    if counter == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                0
            elif _A:
                0
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
        
    if i == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                0
            elif _A:
                0
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
    if i == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    i = 0
    for months in possible_birthdays:
        if month == months[0]:
            i += 1
    if counter == 1:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if _A:
        return count == 1
    else:
        0


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    i = 0
    for days in possible_birthdays:
        if int(day) == int(days[1]):
            i += 1
    if i == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    i = 0
    for months in possible_birthdays:
        if month == months[0]:
            i += 1
    if counter == 1:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    if _A:
        return count == 1
    else:
        0


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
